Name,Listing_type,Location,Rating,Host,Beds,DiscountedPrice,OriginalPrice,Latitude,Longitude,City,State,Country
Hungry Horse Cabin with Patio and Fire Pit-Near Glacier,Entire holiday home,Hungry Horse,7.5,Good,2,630,0,48.382564,-114.05596460903769,,Montana,United States
Nantucket Rainbow Cottages,Entire apartment,Destin,7.2,Good,4,324,262,30.3935337,-86.4957834,,Florida,United States
Beacon Quarters by KEES Vacations,Entire apartment,Corolla,8.6,Fabulous,3,563,0,36.3847464,-75.8286983,,North Carolina,United States
Gorgeous Oceanfront villa with Panoramic views!!!,Entire apartment,Avalon,9.2,Superb,3,2801,126,33.34221,-118.3272612,,California,United States
Whale - Watcher's Perch,Entire holiday home,Depoe Bay,8.0,Very good,2,390,654,44.8104233,-124.0620096,,Oregon,United States
Ocean Pines Resort by Capital Vacations,Entire apartment,Duck,7.6,Good,4,549,204,36.1700137,-75.7559261,,North Carolina,United States
View Of Red Mountain From 2 Br Condo Condo,Entire apartment,Crested Butte,9.0,Superb,1,3028,561,38.8698201,-106.984043,,Colorado,United States
Skyleaf,Entire apartment,Sugar Mountain,7.9,Good,3,1069,0,44.2703396,-74.9599167,,New York,United States
La Playita & Flip Flop Fun,Entire apartment,St. George Island,8.9,Fabulous,1,826,872,56.573651,-169.5836273671079,,Alaska,United States
Sandpiper Cove 3209 condo,Entire apartment,Destin,,Exceptional,4,750,156,30.3935337,-86.4957834,,Florida,United States
Great Rock Resort at Branson,Entire apartment,Branson,8.0,Very good,2,564,0,36.6411357,-93.2175285,,Missouri,United States
Wooded Views Seclude Condo,Entire apartment,Fernandina Beach,,Exceptional,3,1463,0,30.6696818,-81.4625919,,Florida,United States
Majestic Sun,Entire apartment,"Miramar Beach, Destin",7.9,Good,4,557,0,30.3776819,-86.3415734,,Florida,United States
Capri 1908,Entire apartment,"North Ocean City, Ocean City",8.3,Very good,5,571,0,38.430173100000005,-75.05890232007498,Ocean City,Maryland,United States
Clearwater Beach Suites 106 condo,Entire apartment,Clearwater Beach,7.0,Good,4,1516,0,27.9774736,-82.8279313,Clearwater,Florida,United States
Venus Lodges Condos,Entire apartment,Gatlinburg,8.4,Very good,3,853,0,35.714259,-83.5101638,,Tennessee,United States
Kure Beach Villa - Enjoy three levels of luxury! Outdoor pool and garage parking! townhouse,Entire holiday home,Kure Beach,,Exceptional,1,1047,0,33.9968399,-77.9072081,,North Carolina,United States
Seacrest 610 is a 2 BR Gulfside on Okaloosa Island condo,Entire apartment,Fort Walton Beach,9.2,Superb,3,847,0,30.4057552,-86.618842,,Florida,United States
The Beach Barn,Entire holiday home,Netarts,8.5,Very good,5,509,0,45.436403600000006,-123.94760187660575,,Oregon,United States
Edgewater Condo Unit #304,Entire apartment,South Padre Island,,Exceptional,3,1151,0,26.1036887,-97.1646938,,Texas,United States
Holiday Surf & Racquet Club 604R,Entire apartment,Destin,,Exceptional,3,1043,0,30.3935337,-86.4957834,,Florida,United States
Hidden Dunes,Entire apartment,"Miramar Beach, Destin",7.8,Good,4,570,0,30.3776819,-86.3415734,,Florida,United States
Village by the Beach P907K,Entire vill,Corpus Christi,8.0,Very good,0,1396,0,27.7635302,-97.4033191,Corpus Christi,Texas,United States
Beach House IV,Entire apartment,"Miramar Beach, Destin",8.6,Fabulous,4,469,0,30.3776819,-86.3415734,,Florida,United States
Inlet Reef 516 Destin Condo,Entire apartment,Destin,,Exceptional,4,1110,0,30.3935337,-86.4957834,,Florida,United States
Destin On The Gulf 406 Condo,Entire apartment,Destin,9.2,Superb,3,1319,0,30.3935337,-86.4957834,,Florida,United States
Sandpiper Cove 2136 Destin Condo,Entire apartment,Destin,,Exceptional,3,1137,0,30.3935337,-86.4957834,,Florida,United States
The Cliffside Resort Condominiums,Entire bungalow,Greenport,8.5,Very good,4,1186,0,41.1034234,-72.3592777,,New York,United States
Glades View Condos,Entire apartment,Gatlinburg,8.2,Very good,3,781,0,35.714259,-83.5101638,,Tennessee,United States
Blue Surf 14B Townhouse,Entire holiday home,"Miramar Beach, Destin",9.0,Superb,2,0,0,30.3776819,-86.3415734,,Florida,United States
Braemar 503N,Entire apartment,"North Ocean City, Ocean City",7.8,Good,5,0,0,38.430173100000005,-75.05890232007498,Ocean City,Maryland,United States
Venus 306 condo,Entire apartment,Fort Walton Beach,8.0,Very good,3,0,0,30.4057552,-86.618842,,Florida,United States
Sandpiper Cove 7201 Destin Condo,Entire apartment,Destin,9.7,Exceptional,4,0,0,30.3935337,-86.4957834,,Florida,United States
Constellation House 510,Entire apartment,"Midtown, Ocean City",8.0,Very good,7,0,0,38.3926679,-75.06488315,Ocean City,Maryland,United States
"Great location, super cute & spacious Folly Vacation Apt B",Entire apartment,Folly Beach,9.7,Exceptional,3,0,0,32.6549967,-79.9406093,,South Carolina,United States
Southern Sands 303 Condo,Entire apartment,Gulf Shores,8.8,Fabulous,4,0,0,30.2711224,-87.6893826,,Alabama,United States
Beautiful Lakefront Condo - 5 Min Walk to Beach!,Entire apartment,Myrtle Beach,,Exceptional,3,0,0,33.6956461,-78.8900409,Myrtle Beach,South Carolina,United States
The Lighthouse Condos,Entire apartment,Gulf Shores,8.3,Very good,1,0,0,30.2711224,-87.6893826,,Alabama,United States
Ariel Dunes II,Private suite,"Miramar Beach, Destin",8.2,Very good,4,0,0,30.3776819,-86.3415734,,Florida,United States
Modern Gulf Shores Cottage with Pool and Beach Access!,Entire holiday home,Gulf Shores,,Exceptional,2,0,0,30.2711224,-87.6893826,,Alabama,United States
The Palms of Destin,Entire apartment,Destin,7.4,Good,4,0,0,30.3935337,-86.4957834,,Florida,United States
Lakefront Viking Oasis,Entire apartment,Big Bear Lake,,Exceptional,2,0,0,34.2440587,-116.91018,,California,United States
Outer Banks Motel - Village Accommodations,Entire holiday home,Buxton,8.0,Very good,6,0,0,53.2593422,-1.9100768,High Peak,England,United Kingdom
Inlet Reef 204 Destin Condo,Entire apartment,Destin,8.0,Very good,4,0,0,30.3935337,-86.4957834,,Florida,United States
Sunrise Village 212 Condo,Entire apartment,Gulf Shores,8.0,Very good,3,0,0,30.2711224,-87.6893826,,Alabama,United States
Baskin's Creek Condos III,Entire apartment,Gatlinburg,9.0,Superb,3,0,0,35.714259,-83.5101638,,Tennessee,United States
El Constante 236,Entire apartment,Corpus Christi,,Exceptional,3,0,0,27.7635302,-97.4033191,Corpus Christi,Texas,United States
East Pass Towers 305 Condo,Entire apartment,Destin,9.5,Exceptional,3,0,0,30.3935337,-86.4957834,,Florida,United States
Village by the Beach L824K,Entire vill,Corpus Christi,,Exceptional,3,0,0,27.7635302,-97.4033191,Corpus Christi,Texas,United States
Village of Winnipesaukee,Entire apartment,Laconia,8.2,Very good,5,0,0,43.5278546,-71.470351,Laconia,New Hampshire,United States
Baskins Creek Condos II,Entire apartment,Gatlinburg,9.1,Superb,3,0,0,35.714259,-83.5101638,,Tennessee,United States
Atlantic Winds Condos,Private suite,"North Myrtle Beach, Myrtle Beach",8.2,Very good,3,0,0,33.81478475,-78.67986991215972,,South Carolina,United States
Beary Charming,Entire chalet,Gatlinburg,9.1,Superb,2,2672,0,35.714259,-83.5101638,,Tennessee,United States
Coastal Condo with Pool Access - Walk to Apache Pier,Entire holiday home,Myrtle Beach,,Exceptional,2,349,0,33.6956461,-78.8900409,Myrtle Beach,South Carolina,United States
Sunswept 203 Condo,Entire apartment,Orange Beach,,Exceptional,3,695,0,30.282839799999998,-87.62460710389821,Orange Beach,Alabama,United States
Crystal Sands Condominiums,Entire apartment,Destin,8.6,Fabulous,4,464,0,30.3935337,-86.4957834,,Florida,United States
Barefoot Cottages #B16,Entire holiday home,Highland View,,Exceptional,3,442,0,40.8817975,-96.743984,Lincoln,Nebraska,United States
Lake Texoma Cabin - 1 Mi to Park and Boat Ramp,Entire holiday home,Willow Spring,9.0,Superb,2,352,0,34.6700217,-112.863239,,Arizona,United States
Horseshoe Bay Haven,Entire holiday home,Horseshoe Bay,8.5,Very good,4,605,0,30.5442091,-98.3669797,,Texas,United States
Vacation house in lake Isabella town,Entire holiday home,Lake Isabella,8.0,Very good,1,498,0,35.6132276,-118.4777199,,California,United States
Baskin's Creek Condos IV,Entire apartment,Gatlinburg,8.8,Fabulous,3,1476,0,35.714259,-83.5101638,,Tennessee,United States
Crystal Shores 1403 Condo,Entire apartment,Gulf Shores,,Exceptional,2,467,0,30.2711224,-87.6893826,,Alabama,United States
Sunset Breeze #4,Entire holiday home,Dauphin Island,7.0,Good,5,424,0,30.2542022,-88.1124817,,Alabama,United States
Inlet Reef 102 Destin Condo,Entire apartment,Destin,9.3,Superb,4,1546,0,30.3935337,-86.4957834,,Florida,United States
Inlet Reef 605 Condo Condo,Entire apartment,Destin,,Exceptional,3,1504,0,30.3935337,-86.4957834,,Florida,United States
Holiday Surf & Racquet Club 718,Entire apartment,Destin,,Exceptional,2,1042,0,30.3935337,-86.4957834,,Florida,United States
Holiday Surf & Racquet Club 324,Entire apartment,Destin,,Exceptional,3,1042,0,30.3935337,-86.4957834,,Florida,United States
RV Adventure - Private river access a short walk away!,Entire holiday home,Canyon Lake,9.3,Superb,4,359,0,33.6836539,-117.262615,,California,United States
ARTSY FLORIDIAN HOME a hidden gem a plain sight!,Entire apartment,North Miami Beach,,Exceptional,3,3338,0,25.9331488,-80.1625463,,Florida,United States
Ocean Reef Condos,Entire apartment,Gulf Shores,8.2,Very good,5,356,0,30.2711224,-87.6893826,,Alabama,United States
Destin On The Gulf 407 Condo,Entire apartment,Destin,8.5,Very good,3,1319,0,30.3935337,-86.4957834,,Florida,United States
Inlet Reef 205 Destin Apts,Entire apartment,Destin,9.0,Superb,4,0,0,30.3935337,-86.4957834,,Florida,United States
Destin On The Gulf 505 Condo,Entire apartment,Destin,,Exceptional,3,0,0,30.3935337,-86.4957834,,Florida,United States
Inlet Reef Condo 603 Condo,Entire apartment,Destin,8.0,Very good,3,0,0,30.3935337,-86.4957834,,Florida,United States
Sand Dollar 14 Condo,Entire apartment,Gulf Shores,,Exceptional,2,0,0,30.2711224,-87.6893826,,Alabama,United States
Sterling Reef,Entire apartment,Panama City Beach,8.1,Very good,3,0,0,30.1765914,-85.805386,,Florida,United States
The Beach Club Resort and Spa II,Entire apartment,Gulf Shores,8.6,Fabulous,4,0,0,30.2711224,-87.6893826,,Alabama,United States
Seychelles Beach Resort IV,Entire apartment,Panama City Beach,8.5,Very good,3,0,0,30.1765914,-85.805386,,Florida,United States
Island Sunrise,Entire apartment,Gulf Shores,8.5,Very good,3,0,0,30.2711224,-87.6893826,,Alabama,United States
Villa Signature,Entire apartment,"North Scottsdale, Scottsdale",9.6,Exceptional,3,0,0,33.49315465,-111.92078962182588,Scottsdale,Arizona,United States
Queens Grant,Entire apartment,Hilton Head Island,7.8,Good,1,0,0,32.1618488,-80.7512616,,South Carolina,United States
Jade East Condominiums,Private suite,Destin,8.0,Very good,4,0,0,30.3935337,-86.4957834,,Florida,United States
Ocean View Condo with Pool and Golf Course Access,Entire apartment,Ocean View,,Exceptional,2,0,0,38.5451122,-75.0890709,,Delaware,United States
Lakefront Beachview 2BR Condo Sleep 6 Close to Boardwalk,Entire apartment,Carolina Beach,9.3,Superb,3,0,0,34.0351727,-77.8935966,,North Carolina,United States
Michaels Surfside Cabanas,Entire apartment,Clearwater Beach,9.0,Superb,2,0,0,27.9774736,-82.8279313,Clearwater,Florida,United States
"Beautiful Views! Jacuzzi, Indoor Outdoor Fireplace, Steps to Lake Estes",Entire holiday home,Estes Park,9.0,Superb,4,0,0,40.369766,-105.54968963482818,,Colorado,United States
SeaCrest 604 condo,Entire apartment,Fort Walton Beach,8.4,Very good,3,0,0,30.4057552,-86.618842,,Florida,United States
Seaside Escape Less Than 1 Mi to Cape May Public Beach,Entire apartment,West Cape May,9.0,Superb,3,0,0,38.9387236,-74.9418404,,New Jersey,United States
Village by the Gulf,Private suite,Gulf Shores,8.3,Very good,4,0,0,30.2711224,-87.6893826,,Alabama,United States
"Mermaid House Bar,Sea-Deck,30' GLASS WALL,HOT TUB, E-BIKE",Entire holiday home,Onset,,Exceptional,5,0,0,41.7417714,-70.6578104,,Massachusetts,United States
Beach House V,Entire apartment,"Miramar Beach, Destin",8.3,Very good,4,0,0,30.3776819,-86.3415734,,Florida,United States
Riverside Escape & Roaring Romance,Entire apartment,Gatlinburg,9.1,Superb,2,0,0,35.714259,-83.5101638,,Tennessee,United States
Buck's Hideout,Entire holiday home,Bridgton,9.2,Superb,4,0,0,44.055025,-70.713501,,Maine,United States
Short Walk to the Beach Condo,Entire apartment,Fernandina Beach,,Exceptional,3,1625,453,30.6696818,-81.4625919,,Florida,United States
Atlantic View Tropical Condo,Entire apartment,Fernandina Beach,8.0,Very good,3,1625,0,30.6696818,-81.4625919,,Florida,United States
Surf Side Shores 1405 Condo,Entire apartment,Gulf Shores,9.0,Superb,3,609,0,30.2711224,-87.6893826,,Alabama,United States
Rustic Mountain Cabin,Entire holiday home,Ellijay,8.6,Fabulous,4,806,382,34.6950278,-84.4827394,,Georgia,United States
O'Brien's Oasis,Entire holiday home,Miramonte,9.5,Exceptional,2,624,0,36.6924476,-119.0523321,,California,United States
Sea Breeze 318 Condo,Entire apartment,Gulf Shores,,Exceptional,2,336,0,30.2711224,-87.6893826,,Alabama,United States
Inlet Reef 213 Destin Condo,Entire apartment,Destin,8.0,Very good,3,1285,274,30.3935337,-86.4957834,,Florida,United States
Dolphin Point Condo 103B Condo,Entire apartment,Destin,,Exceptional,3,775,305,30.3935337,-86.4957834,,Florida,United States
Casa Del Mar Beachfront II,Entire holiday home,"West End, Galveston",7.9,Good,4,303,0,29.14535815,-95.04689286859056,Galveston,Texas,United States
Oceanfront White Stone Cottage with Private Beach!,Entire holiday home,White Stone,7.7,Good,5,0,0,37.6484751,-76.3891188,,Virginia,United States
Gulf Place Cabanas,Entire apartment,Santa Rosa Beach,8.4,Very good,3,0,0,30.3466423,-86.2307992,,Florida,United States
Club Regency at Regency Towers,Private suite,"The Market Common, Myrtle Beach",8.9,Fabulous,5,0,0,33.6706705,-78.94021322362671,Myrtle Beach,South Carolina,United States
Mountain Roots Lodging,Entire apartment,Big Meadows,8.7,Fabulous,1,0,0,38.5265132,-78.4397292,,Virginia,United States
Laketown Wharf IV,Entire apartment,Panama City Beach,7.5,Good,4,0,0,30.1765914,-85.805386,,Florida,United States
La Santorini del Sur,Entire apartment,South Padre Island,7.9,Good,5,0,0,26.1036887,-97.1646938,,Texas,United States
Amalfi Coast A204,Entire apartment,"Miramar Beach, Destin",8.4,Very good,4,0,0,30.3776819,-86.3415734,,Florida,United States
Ocean Villa,Entire apartment,Panama City Beach,8.2,Very good,3,0,0,30.1765914,-85.805386,,Florida,United States
Wild Irishman 1043,Entire holiday home,"West Keystone, Keystone",9.0,Superb,4,0,0,39.60193325,-105.9827933332479,,Colorado,United States
Redfish Village Condos,Entire apartment,Santa Rosa Beach,8.8,Fabulous,3,0,0,30.3466423,-86.2307992,,Florida,United States
Cabin in the Gap,Entire holiday home,Bryson City,8.3,Very good,2,0,0,35.4309291,-83.447381,,North Carolina,United States
Tidewater Beach Resort VIII,Entire apartment,Panama City Beach,8.0,Very good,4,0,0,30.1765914,-85.805386,,Florida,United States
"Stroll to Slopes, Village Area, Ski in-out MtLodge 304",Entire apartment,Snowshoe,7.9,Good,4,0,0,38.4128243,-79.9964421,,West Virginia,United States
River Place Condos,Entire apartment,Pigeon Forge,8.9,Fabulous,1,0,0,35.7884241,-83.5543329,,Tennessee,United States
Beach Cabin Getaway,Entire holiday home,Rockaway Beach,8.5,Very good,4,0,0,45.613598,-123.943147,,Oregon,United States
Sonder at 549 Peachtree,Private suite,"Downtown Atlanta, Atlanta",7.5,Good,3,0,0,33.7543408,-84.3870791,Atlanta,Georgia,United States
Sisters Downtown 1930s Cottage,Entire holiday home,Sisters,8.2,Very good,4,0,0,44.290948,-121.5492516,,Oregon,United States
TWO BEDROOM HOUSE WITH FREE PARKING,Entire apartment,Lorain,8.0,Very good,1,0,0,41.4673238,-82.1781904,Lorain,Ohio,United States
Large Patio with Ocean Views Beach Block Parking Unit 3,Entire apartment,Ventnor City,,Exceptional,4,0,0,39.3405045,-74.4773916,,New Jersey,United States
Peaceful Providence Guesthouse,Entire holiday home,Luckenbach,7.6,Good,2,676,245,50.7041081,7.8336938,,Rheinland-Pfalz,Deutschland
Crystal Tower Condominiums,Entire apartment,Gulf Shores,8.3,Very good,3,381,342,30.2711224,-87.6893826,,Alabama,United States
Majestic Beach Resort,Entire apartment,Panama City Beach,7.8,Good,3,427,334,30.1765914,-85.805386,,Florida,United States
Tidewater Beach Resort XI,Entire apartment,Panama City Beach,7.7,Good,4,330,0,30.1765914,-85.805386,,Florida,United States
La Vista Blanc,Entire holiday home,Mammoth Lakes,9.2,Superb,2,1643,272,37.6432525,-118.9668509,,California,United States
Island Beach & Racquet Club II,Entire apartment,Atlantic Beach,8.3,Very good,1,324,286,40.5886547,-73.7288791,,New York,United States
Blairsville Cottage Less Than 1 Mi to Nottely Lake!,Entire holiday home,Blairsville,9.0,Superb,5,748,417,34.8759067,-83.958371,,Georgia,United States
Terraces,Entire holiday home,"Telluride Mountain Village, Telluride",9.7,Exceptional,3,3328,223,37.91239469999999,-107.83910733019943,,Colorado,United States
Sunrise Beach Resort III,Entire apartment,Panama City Beach,8.7,Fabulous,4,349,244,30.1765914,-85.805386,,Florida,United States
"2nd level duplex, Downtown Houston near Toyota Center, Smoking allowed on Balcony!",Entire apartment,Houston,8.6,Fabulous,3,392,281,29.7589382,-95.3676974,Houston,Texas,United States
Ampersand Bay Resort,Entire bungalow,Saranac Lake,8.6,Fabulous,4,2439,155,44.329497,-74.131279,,New York,United States
Crystal Shores West Condos,Entire apartment,Gulf Shores,9.1,Superb,3,463,0,30.2711224,-87.6893826,,Alabama,United States
Su Casa at Venice Beach,Entire apartment,"Venice Beach, Los Angeles",8.0,Very good,2,1424,271,33.97996005,-118.46878181253348,Los Angeles,California,United States
"NEW Folly Vacation Listing, Perfect Purple Palace Apt A",Entire apartment,Folly Beach,9.4,Superb,3,1824,331,32.6549967,-79.9406093,,South Carolina,United States
The Beach Club Resort and Spa,Entire apartment,Gulf Shores,8.6,Fabulous,1,477,128,30.2711224,-87.6893826,,Alabama,United States
Stone Fence Resort,2 entire apartment,Ogdensburg,7.6,Good,2,1348,238,44.694285,-75.486374,,New York,United States
Costa Crinks at Aransas Princess,Entire apartment,Port Aransas,9.0,Superb,4,0,0,27.8332175,-97.0618324,,Texas,United States
The Lodge at Steamboat by Vacasa,Entire apartment,Steamboat Springs,8.8,Fabulous,4,0,0,40.4848003,-106.8317359,,Colorado,United States
Beachside condo with heated pool,Entire apartment,Gulf Shores,,Exceptional,3,0,0,30.2711224,-87.6893826,,Alabama,United States
Beach Retreat,Entire apartment,"Downtown Myrtle Beach, Myrtle Beach",7.2,Good,3,0,0,33.6945202,-78.8835706,Myrtle Beach,South Carolina,United States
Beachview,Entire apartment,Navarre,8.4,Very good,4,0,0,42.61254875,-1.830787673361753,,Navarra - Nafarroa,España
Sterling Breeze 4,Entire apartment,Panama City Beach,8.6,Fabulous,3,0,0,30.1765914,-85.805386,,Florida,United States
Hillside Haven,Entire holiday home,Blue Ridge,8.5,Very good,3,0,0,33.2992786,-96.4021168,,Texas,United States
Beach House I,Entire apartment,"Miramar Beach, Destin",8.0,Very good,4,0,0,30.3776819,-86.3415734,,Florida,United States
Frontdesk Osborn Apts Downtown Cleveland,Entire apartment,"Downtown Cleveland, Cleveland",8.6,Fabulous,2,0,0,35.14023735,-97.39468693478696,,Oklahoma,United States
Regency Isle,Entire apartment,Orange Beach,8.3,Very good,3,0,0,30.282839799999998,-87.62460710389821,Orange Beach,Alabama,United States
Red Bird Cottage,Entire holiday home,Wimberley,,Exceptional,2,0,0,29.9976807,-98.0987896,,Texas,United States
Peaceful Providence Guesthouse,Entire holiday home,Luckenbach,7.6,Good,2,0,310,50.7041081,7.8336938,,Rheinland-Pfalz,Deutschland
Crystal Tower Condominiums,Entire apartment,Gulf Shores,8.3,Very good,3,0,262,30.2711224,-87.6893826,,Alabama,United States
Majestic Beach Resort,Entire apartment,Panama City Beach,7.8,Good,3,0,214,30.1765914,-85.805386,,Florida,United States
Tidewater Beach Resort XI,Entire apartment,Panama City Beach,7.7,Good,4,0,0,30.1765914,-85.805386,,Florida,United States
La Vista Blanc,Entire holiday home,Mammoth Lakes,9.2,Superb,2,0,226,37.6432525,-118.9668509,,California,United States
Island Beach & Racquet Club II,Entire apartment,Atlantic Beach,8.3,Very good,1,0,214,40.5886547,-73.7288791,,New York,United States
Blairsville Cottage Less Than 1 Mi to Nottely Lake!,Entire holiday home,Blairsville,9.0,Superb,5,0,0,34.8759067,-83.958371,,Georgia,United States
Terraces,Entire holiday home,"Telluride Mountain Village, Telluride",9.7,Exceptional,3,0,356,37.91239469999999,-107.83910733019943,,Colorado,United States
Sunrise Beach Resort III,Entire apartment,Panama City Beach,8.7,Fabulous,4,0,268,30.1765914,-85.805386,,Florida,United States
"2nd level duplex, Downtown Houston near Toyota Center, Smoking allowed on Balcony!",Entire apartment,Houston,8.6,Fabulous,3,0,0,29.7589382,-95.3676974,Houston,Texas,United States
Ampersand Bay Resort,Entire bungalow,Saranac Lake,8.6,Fabulous,4,0,0,44.329497,-74.131279,,New York,United States
Crystal Shores West Condos,Entire apartment,Gulf Shores,9.1,Superb,3,0,0,30.2711224,-87.6893826,,Alabama,United States
Su Casa at Venice Beach,Entire apartment,"Venice Beach, Los Angeles",8.0,Very good,2,0,0,33.97996005,-118.46878181253348,Los Angeles,California,United States
"NEW Folly Vacation Listing, Perfect Purple Palace Apt A",Entire apartment,Folly Beach,9.4,Superb,3,0,0,32.6549967,-79.9406093,,South Carolina,United States
The Beach Club Resort and Spa,Entire apartment,Gulf Shores,8.6,Fabulous,1,0,0,30.2711224,-87.6893826,,Alabama,United States
Stone Fence Resort,2 entire apartment,Ogdensburg,7.6,Good,2,0,0,44.694285,-75.486374,,New York,United States
Kimberlys Hope Clark Apt on Farm with Pool Access,Entire apartment,Clark,9.0,Superb,3,0,0,39.3260541,-87.7838526,,Illinois,United States
Designer Downtown Los Angeles Loft,Entire apartment,"Downtown Los Angeles, Los Angeles",7.8,Good,1,0,0,34.0428494,-118.2476732,Los Angeles,California,United States
Susitna Suites,Entire apartment,Wasilla,9.4,Superb,2,0,0,61.5824216,-149.442563,Wasilla,Alaska,United States
Timber Run II,Entire apartment,Steamboat Springs,8.6,Fabulous,3,0,0,40.4848003,-106.8317359,,Colorado,United States
Chelan Resort Suites,Entire apartment,Chelan,7.3,Good,3,0,0,43.3448259,0.5440997,,Occitanie,France
Enchanted,Entire holiday home,Sevierville,7.6,Good,5,0,0,35.8667112,-83.5620518,,Tennessee,United States
FRONTDESK 2063 East 4th Street Apts Downtown Cleveland,Entire apartment,"Downtown Cleveland, Cleveland",8.6,Fabulous,2,0,0,35.14023735,-97.39468693478696,,Oklahoma,United States
Daytona Beach Shores Condos,Entire apartment,Daytona Beach Shores,7.8,Good,4,0,0,29.1760933,-80.9828323,Daytona Beach,Florida,United States
Island Club 1,Entire apartment,Hilton Head Island,9.0,Superb,3,0,0,32.1618488,-80.7512616,,South Carolina,United States
El Capitan,Entire apartment,"Boardwalk, Ocean City",7.4,Good,4,0,0,39.2679447,-74.586521,,New Jersey,United States
Tesla's Lake Escape,Entire holiday home,Onalaska,8.9,Fabulous,3,476,279,30.805746,-95.1163261,,Texas,United States
Liberty Creek,Entire holiday home,Fredericksburg,9.2,Superb,2,1204,0,38.3031837,-77.4605399,Fredericksburg,Virginia,United States
Shores of Panama Beach,Entire apartment,Panama City Beach,7.7,Good,4,427,507,30.1765914,-85.805386,,Florida,United States
Bear Cove Falls,Entire holiday home,Pigeon Forge,7.8,Good,1,1132,114,35.7884241,-83.5543329,,Tennessee,United States
Cute 2 bdrm Condo walking distance to Weirs Beach!,Entire apartment,Laconia,9.5,Exceptional,3,908,154,43.5278546,-71.470351,Laconia,New Hampshire,United States
Sterling Reef 2,Entire apartment,Panama City Beach,8.1,Very good,3,373,413,30.1765914,-85.805386,,Florida,United States
Windancer Condominiums,Entire apartment,"Miramar Beach, Destin",7.9,Good,4,474,212,30.3776819,-86.3415734,,Florida,United States
"Cozy Crestline Cabin, Close to Lakes, Parks!",Entire holiday home,Crestline,,Exceptional,3,1348,237,34.2495525,-117.29389561188812,,California,United States
A Relaxing Getaway-A Backwoods Cabin SolDuc River,Entire holiday home,Beaver,9.5,Exceptional,2,793,292,40.6916624,-80.3709999,Brighton Township,Pennsylvania,United States
Fiddlers Cove,Entire apartment,Hilton Head Island,8.3,Very good,4,304,193,32.1618488,-80.7512616,,South Carolina,United States
Park Pointe Condominiums,Entire apartment,Chelan,7.4,Good,5,435,0,43.3448259,0.5440997,,Occitanie,France
Snake River Roadhouse by KABINO,Private suite,Swan Valley,7.1,Good,2,610,0,43.456028,-111.341615,,Idaho,United States
The Pink Flamingo,Entire holiday home,"East End, Galveston",7.8,Good,4,501,286,29.3046766,-94.7882922,Galveston,Texas,United States
Wild Reindeer *New Cabin 5min From Parkway*HOTTUB,Entire holiday home,Sevierville,7.4,Good,3,1785,219,35.8667112,-83.5620518,,Tennessee,United States
Treehouse,Entire holiday home,Pigeon Forge,8.7,Fabulous,3,1572,441,35.7884241,-83.5543329,,Tennessee,United States
Cabin with Mountain View,Entire holiday home,Bryson City,7.0,Good,3,536,275,35.4309291,-83.447381,,North Carolina,United States
Sunrise Beach Resort II,Entire apartment,Panama City Beach,7.6,Good,3,365,234,30.1765914,-85.805386,,Florida,United States
Frisco Apartments,Entire apartment,Frisco,9.0,Superb,5,1561,202,33.1506744,-96.8236116,Frisco,Texas,United States
Sonder The Palace,Private suite,"Design District, Miami",7.7,Good,3,1273,273,25.81466,-80.1914321,Miami,Florida,United States
Phoenix on the Bay II,Entire apartment,Orange Beach,8.6,Fabulous,3,498,0,30.282839799999998,-87.62460710389821,Orange Beach,Alabama,United States
Blue Lodge,Entire holiday home,Hesston,9.4,Superb,3,595,0,38.1385315,-97.4314857,,Kansas,United States
Romar Beach Condos,Entire apartment,Gulf Shores,8.3,Very good,3,356,0,30.2711224,-87.6893826,,Alabama,United States
La Isla Apartments,Entire apartment,South Padre Island,8.8,Fabulous,4,276,0,26.1036887,-97.1646938,,Texas,United States
Magnolia Pointe,Entire holiday home,Myrtle Beach,8.6,Fabulous,2,360,0,33.6956461,-78.8900409,Myrtle Beach,South Carolina,United States
Tropic Isle,Entire apartment,Gulf Shores,8.5,Very good,4,454,477,30.2711224,-87.6893826,,Alabama,United States
Cedar Lodge,Entire apartment,Pigeon Forge,8.2,Very good,5,1212,247,35.7884241,-83.5543329,,Tennessee,United States
Object Hotel 2BR Room 2G,Private suite,Bisbee,7.8,Good,2,1356,499,31.4481547,-109.928408,,Arizona,United States
Her Majesty's Way,Entire chalet,Gatlinburg,9.3,Superb,4,2291,208,35.714259,-83.5101638,,Tennessee,United States
Seacrest,Entire apartment,Fort Walton Beach,8.2,Very good,3,377,441,30.4057552,-86.618842,,Florida,United States
Pyramid,Private suite,"North Ocean City, Ocean City",7.3,Good,4,339,262,38.430173100000005,-75.05890232007498,Ocean City,Maryland,United States
Ski Time Square Condos,Entire apartment,Steamboat Springs,7.3,Good,1,1903,214,40.4848003,-106.8317359,,Colorado,United States
Pyramid IV,Private suite,"North Ocean City, Ocean City",7.4,Good,4,248,334,38.430173100000005,-75.05890232007498,Ocean City,Maryland,United States
Rustic Riverfront Cabin about 5 Miles to Ruidoso Downs!,Entire holiday home,Ruidoso,8.3,Very good,2,1488,329,33.3315804,-105.6730991,,New Mexico,United States
Palacio Condominiums I,Entire apartment,Perdido Key,8.2,Very good,3,563,334,30.26751325,-87.59136205863628,Orange Beach,Alabama,United States
