Name,Roomsinfo,Beds,Location,DiscountPrice,ActualPrice,Reviews,Host
Seacrest 610 is a 2 BR Gulfside on Okaloosa Island condo,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 83m²3 beds (1 extra-large double, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Fort Walton Beach,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 104,689</span>",,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
The Beach Barn,"Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 90m²5 beds (3 singles, 1 double, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Netarts,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 62,939</span>",,"<div aria-label=""Scored 8.5 "" class=""b5cd09854e d10a6220b4"">8.5</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Edgewater Condo Unit #304,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 107m²3 beds (1 single, 1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",South Padre Island,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 142,178</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Holiday Surf & Racquet Club 604R,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 111m²3 beds (1 single, 1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 128,822</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Hidden Dunes,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 120m²4 beds (2 doubles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>","Miramar Beach, Destin","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 70,409</span>",,"<div aria-label=""Scored 7.8 "" class=""b5cd09854e d10a6220b4"">7.8</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Village by the Beach P907K,"Entire villa • 2 bedrooms • 3 bathrooms • 109m²10 beds (6 singles, 1 double, 1 extra-large double, 2 sofa beds)","<span class=""bb58e7a787"">Entire villa</span>",Corpus Christi,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 172,410</span>",,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Beach House IV,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 96m²4 beds (2 doubles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>","Miramar Beach, Destin","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 57,919</span>",,"<div aria-label=""Scored 8.6 "" class=""b5cd09854e d10a6220b4"">8.6</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Inlet Reef 516 Destin Condo,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 126m²4 beds (1 extra-large double, 2 sofa beds, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 137,156</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Destin On The Gulf 406 Condo,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 98m²3 beds (2 doubles, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 162,936</span>",,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Everness Dawn Retreat*,"Entire holiday home • 2 bedrooms • 2 living rooms • 2 bathrooms • 1 kitchen • 167m²6 beds (2 singles, 1 double, 1 sofa bed, 2 large doubles)","<span class=""bb58e7a787"">Entire holiday home</span>",Mevers,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 267,186</span>",,,"<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> <!-- -->9.0</div>"
Sandpiper Cove 2136 Destin Condo,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 65m²3 beds (2 extra-large doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 140,448</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
The Cliffside Resort Condominiums,"Entire bungalow • 2 bedrooms • 1 living room • 2 bathrooms • 51m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire bungalow</span>",Greenport,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 146,450</span>",,"<div aria-label=""Scored 8.5 "" class=""b5cd09854e d10a6220b4"">8.5</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Glades View Condos,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 130m²3 beds (1 sofa bed, 2 large doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Gatlinburg,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 96,491</span>",,"<div aria-label=""Scored 8.2 "" class=""b5cd09854e d10a6220b4"">8.2</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Blue Surf 14B Townhouse,"Entire holiday home • 2 bedrooms • 2 bathrooms • 1 kitchen • 124m²2 beds (1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>","Miramar Beach, Destin",,,"<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Braemar 503N,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 111m²5 beds (1 single, 2 doubles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>","North Ocean City, Ocean City",,,"<div aria-label=""Scored 7.8 "" class=""b5cd09854e d10a6220b4"">7.8</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Venus 306 condo,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 137m²3 beds (1 extra-large double, 2 large doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Fort Walton Beach,,,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Sandpiper Cove 7201 Destin Condo,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 88m²4 beds (2 singles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,,,"<div aria-label=""Scored 9.7 "" class=""b5cd09854e d10a6220b4"">9.7</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Constellation House 510,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 111m²7 beds (6 singles, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>","Midtown, Ocean City",,,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
"Great location, super cute & spacious Folly Vacation Apt B","Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 84m²3 beds (2 extra-large doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Folly Beach,,,"<div aria-label=""Scored 9.7 "" class=""b5cd09854e d10a6220b4"">9.7</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Southern Sands 303 Condo,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 93m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Gulf Shores,,,"<div aria-label=""Scored 8.8 "" class=""b5cd09854e d10a6220b4"">8.8</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Beautiful Lakefront Condo - 5 Min Walk to Beach!,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 102m²3 beds (2 singles, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>",Myrtle Beach,,,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Sweet Serenity,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 278m²3 beds (1 extra-large double, 1 large double, 1 futon)","<span class=""bb58e7a787"">Entire holiday home</span>",Madison,,,,
The Lighthouse Condos,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen4 beds (1 single, 1 double, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Gulf Shores,,,"<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Ariel Dunes II,"Private suite • 2 bedrooms • 1 living room • 1 bathroom • 68m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Private suite</span>","Miramar Beach, Destin",,,"<div aria-label=""Scored 8.2 "" class=""b5cd09854e d10a6220b4"">8.2</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Modern Gulf Shores Cottage with Pool and Beach Access!,"Entire holiday home • 2 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 111m²2 beds (1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Gulf Shores,,,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
The Palms of Destin,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 107m²4 beds (1 single, 1 double, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,,,"<div aria-label=""Scored 7.4 "" class=""b5cd09854e d10a6220b4"">7.4</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Lakefront Viking Oasis,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms3 beds (2 extra-large doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Big Bear Lake,,,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Outer Banks Motel - Village Accommodations,"Entire holiday home • 3 bedrooms • 1 bathroom • 93m²6 beds (4 singles, 1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Buxton,,,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Inlet Reef 204 Destin Condo,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 126m²4 beds (1 extra-large double, 1 sofa bed, 2 large doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,,,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Sunrise Village 212 Condo,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 56m²3 beds (1 sofa bed, 2 large doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Gulf Shores,,,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Seascape Serenity,"Entire apartment • 2 bedrooms • 1 living room • 1 kitchen4 beds (2 singles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",East End,,,,"<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> <!-- -->9.4</div>"
Baskin's Creek Condos III,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 114m²3 beds (1 extra-large double, 2 large doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Gatlinburg,,,"<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
El Constante 236,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 98m²3 beds (1 extra-large double, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Corpus Christi,,,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
East Pass Towers 305 Condo,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 98m²3 beds (1 extra-large double, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,,,"<div aria-label=""Scored 9.5 "" class=""b5cd09854e d10a6220b4"">9.5</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Village by the Beach L824K,"Entire villa • 2 bedrooms • 2 bathrooms • 1 kitchen • 110m²3 beds (1 extra-large double, 2 large doubles)","<span class=""bb58e7a787"">Entire villa</span>",Corpus Christi,,,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Village of Winnipesaukee,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 74m²5 beds (2 singles, 2 sofa beds, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Laconia,,,"<div aria-label=""Scored 8.2 "" class=""b5cd09854e d10a6220b4"">8.2</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Baskins Creek Condos II,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 114m²3 beds (1 extra-large double, 2 large doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Gatlinburg,,,"<div aria-label=""Scored 9.1 "" class=""b5cd09854e d10a6220b4"">9.1</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Atlantic Winds Condos,"Private suite • 2 bedrooms • 1 living room • 1 bathroom • 74m²3 beds (1 sofa bed, 2 large doubles)","<span class=""bb58e7a787"">Private suite</span>","North Myrtle Beach, Myrtle Beach",,,"<div aria-label=""Scored 8.2 "" class=""b5cd09854e d10a6220b4"">8.2</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Beary Charming,Entire chalet • 2 bedrooms • 1 bathroom • 1 kitchen • 72m²2 large double beds,"<span class=""bb58e7a787"">Entire chalet</span>",Gatlinburg,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 329,954</span>",,"<div aria-label=""Scored 9.1 "" class=""b5cd09854e d10a6220b4"">9.1</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Coastal Condo with Pool Access - Walk to Apache Pier,Entire holiday home • 2 bedrooms • 2 bathrooms • 1 kitchen • 93m²2 large double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Myrtle Beach,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 43,102</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Sunswept 203 Condo,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 88m²3 beds (1 extra-large double, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Orange Beach,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 85,837</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Crystal Sands Condominiums,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 75m²4 beds (2 singles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 57,307</span>",,"<div aria-label=""Scored 8.6 "" class=""b5cd09854e d10a6220b4"">8.6</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Big Boulder Lake Townhome,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 129m²3 beds (1 sofa bed, 2 large doubles)","<span class=""bb58e7a787"">Entire holiday home</span>",Lake Harmony,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 130,287</span>",,,
Twin Rivers,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom5 beds (3 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Fraser,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 123,674</span>",,,"<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> <!-- -->9.0</div>"
Barefoot Cottages #B16,"Entire holiday home • 2 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 87m²3 beds (1 extra-large double, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Highland View,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 54,613</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Lake Texoma Cabin - 1 Mi to Park and Boat Ramp,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 74m²2 beds (1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Willow Spring,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 43,470</span>",,"<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
TripL RV Park,"2 entire chalets • 4 bedrooms • 2 bathrooms • 2 kitchens6 beds (4 singles, 2 large doubles)","<span class=""bb58e7a787"">2 entire chalets</span>",Brazoria,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 117,552</span>",,"<div aria-label=""Scored 5.0 "" class=""b5cd09854e d10a6220b4"">5.0</div>","<div aria-label=""Review score"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Review score<!-- --> </div>"
Horseshoe Bay Haven,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 347m²4 beds (1 single, 1 extra-large double, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Horseshoe Bay,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 74,694</span>",,"<div aria-label=""Scored 8.5 "" class=""b5cd09854e d10a6220b4"">8.5</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Cozy on Rainbow,"Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 46m²2 beds (1 single, 1 double)","<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear City,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 244,900</span>",,,"<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> <!-- -->9.0</div>"
Vacation house in lake Isabella town,Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen2 large double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Lake Isabella,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 61,489</span>",,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Baskin's Creek Condos IV,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 114m²3 beds (1 extra-large double, 2 large doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Gatlinburg,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 182,328</span>",,"<div aria-label=""Scored 8.8 "" class=""b5cd09854e d10a6220b4"">8.8</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Crystal Shores 1403 Condo,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 98m²2 beds (1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Gulf Shores,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 57,703</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Sunset Breeze #4,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 77m²5 beds (1 single, 1 extra-large double, 1 sofa bed, 1 large double, 1 futon)","<span class=""bb58e7a787"">Entire holiday home</span>",Dauphin Island,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 52,409</span>",,"<div aria-label=""Scored 7.0 "" class=""b5cd09854e d10a6220b4"">7.0</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Inlet Reef 102 Destin Condo,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 126m²4 beds (2 singles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 190,947</span>",,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Inlet Reef 605 Condo Condo,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 126m²3 beds (1 extra-large double, 2 large doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 185,746</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Holiday Surf & Racquet Club 718,Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 111m²2 extra-large double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Destin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 128,679</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Holiday Surf & Racquet Club 324,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 111m²3 beds (2 singles, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 128,679</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
RV Adventure - Private river access a short walk away!,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 200m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Canyon Lake,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 44,327</span>",,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
ARTSY FLORIDIAN HOME a hidden gem a plain sight!,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 85m²3 beds (1 extra-large double, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",North Miami Beach,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 412,167</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
